x,y,u,v,S
16.332885,-3.205135,0.948643,-0.023844,5.701274
16.408852,-2.896519,0.998109,-0.056269,5.999646
16.332885,-2.583573,0.970903,0.059452,5.882459
16.463548,-2.299651,0.981421,0.129156,5.954766
16.408852,-1.986218,0.959051,0.144896,5.868210
16.504810,-1.690318,0.955067,0.146332,5.823666
16.463548,-1.376057,0.831829,0.087137,5.062544
16.504810,-0.766316,0.739456,0.141025,4.556088
16.504810,-0.451930,0.809898,0.123498,4.961906
16.463548,-0.156800,0.752486,0.061457,4.585629
16.504810,1.080910,0.910975,-0.050175,5.516002
16.463548,1.376166,0.857444,-0.016070,5.190948
16.504810,1.690823,0.898985,-0.008894,5.418711
16.408852,1.987453,0.944731,-0.021924,5.717215
16.408852,2.269564,0.961167,-0.021064,5.803769
16.408852,2.573162,0.976653,-0.023177,5.881786
16.408852,2.901648,0.986799,-0.019948,5.923154
16.332885,3.211965,0.989608,-0.014243,5.945737
16.220244,3.471666,0.987531,-0.009512,5.953704
16.332885,3.798527,0.997593,-0.005412,5.949195
16.220244,4.091438,0.992822,-0.001733,5.934989
16.220244,4.392236,0.993938,0.000935,5.914751
16.035923,4.615556,0.983114,0.002552,5.891538
16.220244,4.958567,0.994499,0.003575,5.863397
16.035923,5.201407,0.983048,0.004036,5.831259
16.220244,5.578069,0.994022,0.004205,5.795228
16.035923,5.841018,0.982309,0.004123,5.755793
16.035923,6.132110,0.981911,0.004022,5.719345
16.035923,6.433583,0.981443,0.003739,5.680229
16.035923,6.745550,0.980958,0.003377,5.638716
15.679569,6.857509,0.958751,0.003093,5.602316
16.035923,7.289070,0.980078,0.003070,5.563975
16.035923,7.629448,0.979392,0.002804,5.515129
15.679569,7.745046,0.957073,0.002474,5.472721
16.035923,8.220690,0.978314,0.002510,5.428980
15.679569,8.337826,0.956076,0.002756,5.383753
15.679569,8.583168,0.955625,0.003053,5.346147
16.035923,9.098902,0.976800,0.003477,5.297934
15.679569,9.217090,0.954657,0.003753,5.248865
15.679569,9.478868,0.954411,0.004000,5.209128
15.679569,9.745320,0.954142,0.004121,5.168379
15.679569,10.016430,0.953863,0.004170,5.126731
15.679569,10.292179,0.953610,0.004148,5.084410
16.035923,10.885494,0.974895,0.003887,5.030052
15.679569,11.001697,0.952844,0.003358,4.974609
15.679569,11.293489,0.952549,0.003102,4.929548
15.679569,11.589795,0.952302,0.002944,4.884120
14.699596,11.076401,0.892644,0.002674,4.849879
15.679569,12.042639,0.952086,0.002849,4.815706
15.679569,12.350064,0.952142,0.003068,4.770446
15.679569,12.661862,0.952192,0.003269,4.724679
15.679569,12.977982,0.952215,0.003300,4.678344
15.679569,13.298376,0.952230,0.003159,4.631591
15.679569,13.622988,0.952207,0.002907,4.584329
14.699596,13.002236,0.892646,0.002596,4.548561
16.246504,-13.389775,0.960733,-0.001872,4.563381
16.246504,-13.065783,0.960917,-0.002685,4.609044
16.246504,-12.746168,0.961225,-0.003205,4.654916
15.343921,-11.814264,0.908132,-0.003353,4.689527
16.246504,-12.275066,0.961865,-0.003804,4.723776
16.246504,-11.966616,0.962149,-0.003872,4.768364
16.246504,-11.662712,0.962327,-0.003662,4.811865
16.246504,-11.363394,0.962470,-0.003269,4.854579
16.246504,-11.068700,0.962577,-0.002893,4.896463
16.246504,-10.778663,0.962705,-0.002738,4.937756
16.246504,-10.493312,0.962924,-0.002660,4.978789
16.571434,-10.346372,0.982534,-0.002329,5.029335
16.246504,-9.800606,0.963635,-0.001820,5.078803
16.246504,-9.531845,0.963907,-0.001489,5.117301
16.246504,-9.267862,0.964200,-0.001352,5.155031
16.246504,-9.008668,0.964475,-0.001377,5.191776
16.571434,-8.865505,0.984251,-0.001721,5.237091
16.246504,-8.381677,0.965462,-0.001964,5.281191
16.571434,-8.241276,0.985309,-0.002362,5.323822
16.246504,-7.784678,0.966508,-0.002782,5.364958
16.571434,-7.647598,0.986386,-0.003209,5.404596
16.246504,-7.217562,0.967594,-0.003268,5.442811
16.571434,-7.084292,0.987502,-0.003405,5.479396
16.571434,-6.760763,0.988136,-0.003614,5.521121
16.571434,-6.447966,0.988752,-0.003762,5.560544
16.571434,-6.145794,0.989408,-0.003891,5.598028
16.571434,-5.854122,0.990109,-0.003997,5.633646
16.571434,-5.572808,0.990883,-0.003966,5.667618
16.738822,-5.310920,1.001988,-0.003744,5.705745
16.571434,-4.955766,0.993251,-0.003143,5.742494
16.738822,-4.714790,1.004774,-0.001998,5.777847
16.738822,-4.397802,1.006085,0.000632,5.813205
16.738822,-4.097324,1.005271,0.004289,5.833461
16.840888,-3.801642,1.003774,0.007888,5.814223
16.738822,-3.478319,1.011460,0.017583,5.917109
16.840888,-3.216303,1.048933,0.052160,6.125476
16.909627,-2.904963,1.007281,0.045386,5.876801
16.840888,-2.592575,0.891361,0.062632,5.244113
16.959070,-2.305415,0.932931,0.125902,5.500351
16.909627,-1.992008,0.982284,0.116245,5.809387
16.996343,-1.694033,0.990545,0.092289,5.824371
16.959070,-1.379506,0.876984,-0.005612,5.154263
16.996343,-1.083280,0.777797,0.008099,4.567240
16.996343,-0.768000,0.769811,0.087840,4.554017
16.996343,-0.452923,0.835973,0.105107,4.955513
16.996343,0.768000,0.817012,0.064945,4.817235
16.996343,1.083286,0.916160,0.073011,5.396476
16.996343,1.694539,0.893356,0.083251,5.252895
16.909627,1.993247,0.981180,0.012907,5.763097
16.909627,2.276181,0.987711,-0.017153,5.789780
16.909627,2.580664,0.990000,-0.012752,5.788120
16.909627,2.910107,0.989279,-0.006520,5.765753
16.840888,3.223157,0.997102,-0.004612,5.815238
16.738822,3.486695,0.995500,-0.003668,5.822320
16.840888,3.811762,1.004057,-0.001632,5.814941
16.738822,4.109150,0.999652,0.000562,5.799853
16.738822,4.411250,1.000264,0.002268,5.778440
16.571434,4.641931,0.990568,0.003180,5.756035
16.738822,4.980033,1.000455,0.003765,5.728735
16.571434,5.231129,0.990117,0.003921,5.697744
16.738822,5.602216,0.999645,0.003942,5.663294
16.571434,5.874395,0.989133,0.003797,5.625924
16.571434,6.167151,0.988642,0.003610,5.591333
16.571434,6.470347,0.988103,0.003285,5.554348
16.571434,6.784096,0.987484,0.002840,5.514745
16.246504,6.915136,0.967592,0.002522,5.479968
16.571434,7.330721,0.986392,0.002392,5.443538
16.571434,7.673045,0.985708,0.002101,5.397707
16.246504,7.810130,0.965805,0.001818,5.357766
16.571434,8.267665,0.984542,0.001867,5.316295
16.246504,8.407892,0.964687,0.002095,5.273483
16.246504,8.655295,0.964217,0.002366,5.237984
16.571434,9.150895,0.982904,0.002862,5.192286
16.246504,9.294544,0.963090,0.003334,5.145486
16.246504,9.558522,0.962711,0.003661,5.107318
16.246504,9.827213,0.962427,0.003855,5.068796
16.246504,10.100601,0.962169,0.003957,5.029582
16.246504,10.378667,0.961866,0.003907,4.989328
16.571434,10.947697,0.980747,0.003682,4.938058
16.246504,11.094148,0.961206,0.003211,4.885928
16.246504,11.388392,0.960935,0.002973,4.843332
16.246504,11.687189,0.960683,0.002919,4.800200
15.343921,11.252217,0.907206,0.002827,4.767872
16.246504,12.143837,0.960582,0.003201,4.735801
16.246504,12.453846,0.960613,0.003439,4.692670
16.246504,12.768264,0.960577,0.003550,4.648714
16.246504,13.087041,0.960513,0.003558,4.604179
16.246504,13.410128,0.960441,0.003379,4.559205
16.548842,-12.956902,0.953069,-0.002713,4.534612
16.548842,-12.639950,0.953301,-0.003078,4.577951
15.514539,-11.629666,0.893954,-0.003075,4.610547
16.548842,-12.172774,0.953894,-0.003566,4.643292
16.548842,-11.866894,0.954342,-0.003847,4.686482
16.548842,-11.565522,0.954671,-0.003809,4.728535
16.548842,-11.268699,0.954861,-0.003553,4.769288
16.548842,-10.976461,0.954930,-0.003276,4.808781
16.548842,-10.688841,0.954966,-0.003069,4.847407
16.548842,-10.405868,0.955078,-0.002818,4.885690
16.924952,-10.287586,0.977096,-0.002369,4.933279
16.548842,-9.718935,0.955801,-0.001808,4.980289
16.548842,-9.452413,0.956157,-0.001511,5.017062
16.548842,-9.190630,0.956460,-0.001339,5.052712
16.548842,-8.933596,0.956787,-0.001346,5.087620
16.924952,-8.815133,0.978958,-0.001506,5.130010
16.548842,-8.311830,0.957679,-0.001653,5.171360
16.924952,-8.194451,0.979955,-0.002021,5.211337
16.548842,-7.719806,0.958661,-0.002368,5.249823
16.924952,-7.604146,0.980978,-0.002670,5.286970
16.548842,-7.157416,0.959731,-0.002649,5.322890
16.924952,-7.044041,0.982101,-0.002773,5.357244
16.924952,-6.722349,0.982710,-0.002967,5.396243
16.924952,-6.411330,0.983266,-0.003053,5.432854
16.924952,-6.110874,0.983831,-0.003024,5.467470
16.924952,-5.820860,0.984454,-0.002990,5.500403
16.924952,-5.541144,0.985104,-0.002829,5.531539
17.119492,-5.288028,0.997163,-0.002398,5.565289
16.924952,-4.927608,0.986548,-0.001568,5.596587
17.119492,-4.694467,0.998632,-0.000312,5.625628
17.119492,-4.378846,0.999486,0.001472,5.656204
17.119492,-4.079663,1.000351,0.002239,5.684187
17.238377,-3.788442,1.011646,-0.007953,5.731960
17.119492,-3.463326,1.022209,-0.015536,5.853138
17.238377,-3.205135,1.031182,0.042899,5.886191
17.318555,-2.896519,0.980434,0.075005,5.599934
17.238377,-2.583573,0.844824,0.098222,4.879349
17.376284,-2.299651,0.938652,0.064297,5.367768
17.318555,-1.986218,0.993595,0.082393,5.719370
17.419834,-1.690318,0.977168,0.103052,5.614253
17.376284,-1.376057,0.929591,0.094978,5.360833
17.419834,-1.080905,0.855398,0.034271,4.904989
17.419834,-0.766316,0.840636,0.050211,4.829671
17.419834,-0.451930,0.881157,0.088341,5.082001
17.376284,-0.156800,0.929779,0.257464,5.551981
17.419834,0.137544,0.900171,0.268235,5.391879
17.419834,0.451930,0.795124,0.036663,4.567787
17.419834,1.690823,0.953187,0.231667,5.604804
17.318555,1.987453,1.057697,0.038940,6.071591
17.318555,2.269564,1.036900,-0.008882,5.936681
17.318555,2.573162,0.913724,0.002500,5.218711
17.318555,2.901648,0.976852,-0.001611,5.562963
17.238377,3.211965,0.999276,0.001714,5.698740
17.119492,3.471666,0.995207,0.000821,5.697329
17.238377,3.798527,1.004273,0.001213,5.689315
17.119492,4.091438,0.998549,0.002131,5.673065
17.119492,4.392236,0.998763,0.002868,5.651065
16.924952,4.615556,0.987237,0.003310,5.627551
17.119492,4.958567,0.998137,0.003505,5.600267
16.924952,5.201407,0.986162,0.003431,5.569626
17.119492,5.578069,0.996779,0.003435,5.536057
16.924952,5.841018,0.984770,0.003300,5.500153
16.924952,6.132110,0.984131,0.003029,5.466943
16.924952,6.433583,0.983405,0.002599,5.431251
16.924952,6.745550,0.982700,0.002191,5.393635
16.548842,6.857509,0.960317,0.001920,5.360901
16.924952,7.289070,0.981528,0.001737,5.326348
16.924952,7.629448,0.980741,0.001410,5.282724
16.548842,7.745046,0.958315,0.001183,5.244848
16.924952,8.220690,0.979514,0.001307,5.205812
16.548842,8.337826,0.957145,0.001516,5.165217
16.548842,8.583168,0.956651,0.001791,5.131628
16.924952,9.098902,0.977759,0.002305,5.088342
16.548842,9.217090,0.955427,0.002878,5.043846
16.548842,9.478868,0.955088,0.003424,5.008028
16.548842,9.745320,0.954785,0.003698,4.971557
16.548842,10.016430,0.954489,0.003751,4.934309
16.548842,10.292179,0.954174,0.003690,4.896177
16.924952,10.885494,0.975473,0.003557,4.847508
16.548842,11.001697,0.953507,0.003094,4.798237
16.548842,11.293489,0.953300,0.002833,4.758161
16.548842,11.589795,0.953138,0.002885,4.717674
15.514539,11.076401,0.893523,0.002935,4.687302
16.548842,12.042639,0.953060,0.003359,4.656645
16.548842,12.350064,0.952980,0.003489,4.615132
16.548842,12.661862,0.952868,0.003519,4.572958
17.135936,-12.275066,0.962088,-0.003213,4.564261
17.135936,-11.966616,0.962536,-0.003507,4.605307
17.135936,-11.662712,0.962975,-0.003657,4.645754
17.135936,-11.363394,0.963286,-0.003686,4.684980
17.135936,-11.068700,0.963410,-0.003631,4.722653
17.135936,-10.778663,0.963444,-0.003432,4.759185
17.135936,-10.493312,0.963509,-0.003042,4.795146
17.478655,-10.346372,0.983003,-0.002412,4.839690
17.135936,-9.800606,0.964051,-0.001704,4.883597
17.135936,-9.531845,0.964371,-0.001409,4.918115
17.135936,-9.267862,0.964709,-0.001288,4.951896
17.135936,-9.008668,0.965040,-0.001243,4.984805
17.478655,-8.865505,0.984809,-0.001324,5.024928
17.135936,-8.381677,0.965987,-0.001417,5.063900
17.478655,-8.241276,0.985808,-0.001716,5.101442
17.135936,-7.784678,0.967004,-0.001998,5.137826
17.478655,-7.647598,0.986921,-0.002186,5.172964
17.135936,-7.217562,0.968121,-0.002144,5.206668
17.478655,-7.084292,0.987992,-0.002230,5.238637
17.478655,-6.760763,0.988577,-0.002401,5.275059
17.478655,-6.447966,0.989143,-0.002490,5.309408
17.478655,-6.145794,0.989653,-0.002383,5.341506
17.478655,-5.854122,0.990131,-0.002225,5.371538
17.478655,-5.572808,0.990584,-0.001993,5.399593
17.655207,-5.310920,1.001094,-0.001508,5.429904
17.478655,-4.955766,0.991591,-0.000624,5.458010
17.655207,-4.714790,1.002130,0.000758,5.483941
17.655207,-4.397802,1.002792,0.002976,5.511475
17.655207,-4.097324,1.004003,0.005822,5.539598
17.762861,-3.801642,1.013877,0.011062,5.581779
17.655207,-3.478319,1.013298,0.024305,5.632747
17.762861,-3.216303,1.014606,0.042066,5.625383
17.835362,-2.904963,0.974111,0.058066,5.400217
17.762861,-2.592575,0.948681,0.058670,5.294915
17.887512,-2.305415,0.935040,-0.020051,5.185645
17.835362,-1.992008,0.914727,-0.077008,5.115064
17.926826,-1.694033,0.877894,-0.003606,4.875416
17.887512,-1.379506,0.878684,0.073830,4.914994
17.926826,-1.083280,0.982497,0.188203,5.570082
17.926826,-0.768000,0.947662,0.225856,5.429357
17.926826,-0.452923,0.967502,0.285510,5.625247
17.887512,-0.157193,0.902917,0.294544,5.309335
17.926826,0.137846,0.847012,0.283083,4.981580
17.887512,1.379615,0.909869,0.156211,5.145754
17.926826,1.694539,1.136049,0.020145,6.310015
17.835362,1.993247,1.043909,-0.011480,5.817167
17.835362,2.276181,0.946415,0.066517,5.276686
17.835362,2.580664,0.855042,0.150790,4.817886
17.835362,2.910107,0.977946,0.045333,5.417434
17.762861,3.223157,1.000780,0.014244,5.544152
17.655207,3.486695,1.001784,0.007084,5.566782
17.762861,3.811762,1.011428,0.004340,5.567367
17.655207,4.109150,1.006310,0.002901,5.551437
17.655207,4.411250,1.006144,0.002643,5.528905
17.478655,4.641931,0.995426,0.002588,5.504309
17.655207,4.980033,1.004561,0.002544,5.476217
17.478655,5.231129,0.993520,0.002428,5.445549
17.655207,5.602216,1.002523,0.002501,5.412411
17.478655,5.874395,0.991489,0.002448,5.377024
17.478655,6.167151,0.990673,0.002208,5.344963
17.478655,6.470347,0.989900,0.001869,5.311249
17.478655,6.784096,0.989135,0.001539,5.275656
17.135936,6.915136,0.969063,0.001247,5.244245
17.478655,7.330721,0.987718,0.001037,5.211217
17.478655,7.673045,0.986892,0.000812,5.170029
17.135936,7.810130,0.966908,0.000725,5.134429
17.478655,8.267665,0.985576,0.000830,5.097266
17.135936,8.407892,0.965601,0.001076,5.058812
17.135936,8.655295,0.965087,0.001377,5.027082
17.478655,9.150895,0.983777,0.001936,4.986403
17.135936,9.294544,0.963989,0.002720,4.944992
17.135936,9.558522,0.963594,0.003315,4.910923
17.135936,9.827213,0.963280,0.003662,4.876454
17.135936,10.100601,0.962945,0.003649,4.841081
17.135936,10.378667,0.962573,0.003503,4.804753
17.478655,10.947697,0.981409,0.003453,4.758571
17.135936,11.094148,0.961882,0.003088,4.711959
17.135936,11.388392,0.961738,0.002839,4.674298
17.135936,11.687189,0.961633,0.002940,4.636182
16.183940,11.252217,0.908124,0.002998,4.607165
17.135936,12.143837,0.961448,0.003353,4.577766
17.135936,12.453846,0.961310,0.003411,4.538053
17.443819,-11.565522,0.955032,-0.003171,4.563092
17.443819,-11.268699,0.955384,-0.003386,4.600507
17.443819,-10.976461,0.955671,-0.003550,4.636974
17.443819,-10.688841,0.955871,-0.003465,4.672342
17.443819,-10.405868,0.956005,-0.003062,4.706674
17.840270,-10.287586,0.977922,-0.002294,4.748609
17.443819,-9.718935,0.956445,-0.001548,4.789752
17.443819,-9.452413,0.956631,-0.001222,4.821677
17.443819,-9.190630,0.956846,-0.001022,4.852939
17.443819,-8.933596,0.957151,-0.000922,4.883835
17.840270,-8.815133,0.979388,-0.000903,4.921725
17.443819,-8.311830,0.958146,-0.000986,4.958616
17.840270,-8.194451,0.980460,-0.001214,4.994139
17.443819,-7.719806,0.959258,-0.001406,5.028697
17.840270,-7.604146,0.981683,-0.001537,5.061990
17.443819,-7.157416,0.960444,-0.001561,5.093815
17.840270,-7.044041,0.982785,-0.001701,5.123869
17.840270,-6.722349,0.983350,-0.001834,5.157956
17.840270,-6.411330,0.983912,-0.001894,5.190151
17.840270,-6.110874,0.984445,-0.001825,5.220358
17.840270,-5.820860,0.984888,-0.001720,5.248302
17.840270,-5.541144,0.985253,-0.001525,5.274100
18.045330,-5.288028,0.996944,-0.001008,5.301720
17.840270,-4.927608,0.985963,-0.000043,5.327144
18.045330,-4.694467,0.997638,0.001437,5.350427
18.045330,-4.378846,0.998032,0.003833,5.374757
18.045330,-4.079663,0.998419,0.007343,5.396786
18.170645,-3.788442,1.005596,0.013617,5.418178
18.045330,-3.463326,0.998033,0.023494,5.433072
18.170645,-3.205135,0.998842,0.037732,5.417302
18.255160,-2.896519,0.960583,0.042042,5.201942
18.170645,-2.583573,1.026569,0.039239,5.597433
18.316010,-2.299651,0.979481,-0.010935,5.306351
18.255160,-1.986218,1.032903,-0.086746,5.644750
18.361915,-0.766316,0.933676,0.194222,5.189182
18.361915,-0.451930,0.848084,0.175642,4.715295
18.316010,1.376166,0.917685,-0.081857,5.016045
18.361915,1.690823,1.086033,0.085209,5.907781
18.255160,1.987453,1.092623,0.137132,5.996802
18.255160,2.269564,0.941553,0.159039,5.190837
18.255160,2.573162,0.897086,0.246676,5.046661
18.255160,2.901648,0.985249,0.118643,5.368693
18.170645,3.211965,1.001527,0.029324,5.429965
18.045330,3.471666,1.002463,0.015450,5.455859
18.170645,3.798527,1.013067,0.007408,5.457471
18.045330,4.091438,1.006594,0.002859,5.440087
18.045330,4.392236,1.005437,0.001138,5.413678
17.840270,4.615556,0.992487,0.000694,5.385858
18.045330,4.958567,1.002277,0.000618,5.355705
17.840270,5.201407,0.989362,0.000685,5.324002
18.045330,5.578069,0.999360,0.000975,5.291038
17.840270,5.841018,0.986797,0.001194,5.256720
17.840270,6.132110,0.985851,0.001161,5.225901
17.840270,6.433583,0.984933,0.000942,5.193466
17.840270,6.745550,0.984028,0.000674,5.159283
17.443819,6.857509,0.961431,0.000439,5.129460
17.840270,7.289070,0.982574,0.000331,5.098483
17.840270,7.629448,0.981720,0.000222,5.059583
17.443819,7.745046,0.959225,0.000202,5.025822
17.840270,8.220690,0.980337,0.000347,4.990723
17.443819,8.337826,0.957902,0.000665,4.954479
17.443819,8.583168,0.957466,0.001068,4.924951
17.840270,9.098902,0.978756,0.001758,4.887287
17.443819,9.217090,0.956535,0.002506,4.848338
17.443819,9.478868,0.956170,0.003176,4.816310
17.443819,9.745320,0.955740,0.003468,4.783168
17.443819,10.016430,0.955347,0.003427,4.749444
17.443819,10.292179,0.954987,0.003296,4.715131
17.840270,10.885494,0.976317,0.003350,4.671618
17.443819,11.001697,0.954310,0.003091,4.627344
17.443819,11.293489,0.954137,0.002903,4.591520
17.443819,11.589795,0.953959,0.002952,4.555042
17.870509,-10.976461,0.955643,-0.003050,4.556715
17.870509,-10.688841,0.956012,-0.003035,4.591112
17.870509,-10.405868,0.956357,-0.002703,4.624707
18.276657,-10.287586,0.978438,-0.001982,4.665218
17.870509,-9.718935,0.956929,-0.001241,4.704117
17.870509,-9.452413,0.957114,-0.000964,4.734343
17.870509,-9.190630,0.957290,-0.000743,4.763744
17.870509,-8.933596,0.957478,-0.000499,4.792400
18.276657,-8.815133,0.979615,-0.000332,4.827722
17.870509,-8.311830,0.958326,-0.000346,4.862398
18.276657,-8.194451,0.980702,-0.000540,4.896263
17.870509,-7.719806,0.959523,-0.000670,4.929063
18.276657,-7.604146,0.981977,-0.000800,4.960626
17.870509,-7.157416,0.960767,-0.000937,4.990855
18.276657,-7.044041,0.983172,-0.001146,5.019489
18.276657,-6.722349,0.983822,-0.001301,5.052049
18.276657,-6.411330,0.984456,-0.001389,5.082756
18.276657,-6.110874,0.985011,-0.001381,5.111316
18.276657,-5.820860,0.985491,-0.001386,5.137801
18.276657,-5.541144,0.985914,-0.001253,5.162351
18.486734,-5.288028,0.997729,-0.000741,5.188895
18.276657,-4.927608,0.986844,0.000242,5.213320
18.486734,-4.694467,0.998608,0.001733,5.235593
18.486734,-4.378846,0.999000,0.004072,5.258421
18.486734,-4.079663,0.999107,0.007280,5.277615
18.615114,-3.788442,1.005187,0.012112,5.291760
18.486734,-3.463326,0.994985,0.016940,5.290891
18.615114,-3.205135,0.992503,0.015166,5.255005
18.701696,-2.896519,0.996010,-0.015290,5.263643
18.615114,-2.583573,1.034216,0.013125,5.503481
18.764035,-2.299651,0.985121,0.035143,5.214375
18.701696,-1.986218,0.991771,0.030622,5.275965
18.811062,-1.690318,0.922760,0.161755,4.960224
18.701696,2.269564,0.984297,0.130864,5.270787
18.701696,2.573162,0.986124,0.193622,5.323439
18.701696,2.901648,1.078285,0.180813,5.777086
18.615114,3.211965,1.008723,0.073552,5.354110
18.486734,3.471666,1.015384,0.024561,5.399721
18.615114,3.798527,1.021867,0.007660,5.378759
18.486734,4.091438,1.012120,0.000563,5.345496
18.486734,4.392236,1.009132,-0.002211,5.310856
18.276657,4.615556,0.994969,-0.002535,5.278242
18.486734,4.958567,1.003879,-0.002254,5.244890
18.276657,5.201407,0.990378,-0.001585,5.211869
18.486734,5.578069,1.000095,-0.000790,5.179171
18.276657,5.841018,0.987337,-0.000213,5.145777
18.276657,6.132110,0.986246,-0.000079,5.115932
18.276657,6.433583,0.985222,-0.000139,5.084767
18.276657,6.745550,0.984263,-0.000248,5.052230
17.870509,6.857509,0.961668,-0.000337,5.024107
18.276657,7.289070,0.982813,-0.000377,4.994846
18.276657,7.629448,0.981976,-0.000405,4.958180
17.870509,7.745046,0.959473,-0.000362,4.926268
18.276657,8.220690,0.980635,-0.000139,4.893300
17.870509,8.337826,0.958286,0.000358,4.859490
17.870509,8.583168,0.957924,0.000906,4.831930
18.276657,9.098902,0.979305,0.001649,4.796682
17.870509,9.217090,0.957098,0.002331,4.759929
17.870509,9.478868,0.956637,0.002884,4.729109
17.870509,9.745320,0.956180,0.003233,4.697545
17.870509,10.016430,0.955756,0.003277,4.665397
17.870509,10.292179,0.955436,0.003268,4.633026
18.276657,10.885494,0.976742,0.003347,4.591544
17.870509,11.001697,0.954662,0.003187,4.549170
18.303065,-10.405868,0.956439,-0.001934,4.542729
18.719044,-10.287586,0.978764,-0.001348,4.582298
18.303065,-9.718935,0.957427,-0.000839,4.620026
18.303065,-9.452413,0.957604,-0.000582,4.648618
18.303065,-9.190630,0.957783,-0.000329,4.676455
18.303065,-8.933596,0.958029,-0.000081,4.703847
18.719044,-8.815133,0.980120,0.000186,4.736985
18.303065,-8.311830,0.958691,0.000295,4.769143
18.719044,-8.194451,0.980973,0.000247,4.800672
18.303065,-7.719806,0.959751,0.000133,4.831492
18.719044,-7.604146,0.982201,-0.000012,4.861274
18.303065,-7.157416,0.960999,-0.000210,4.889897
18.719044,-7.044041,0.983497,-0.000459,4.917356
18.719044,-6.722349,0.984286,-0.000651,4.948770
18.719044,-6.411330,0.985045,-0.000781,4.978357
18.719044,-6.110874,0.985756,-0.000936,5.006062
18.719044,-5.820860,0.986360,-0.001063,5.031634
18.719044,-5.541144,0.986912,-0.000958,5.055395
18.934205,-5.288028,0.998906,-0.000364,5.081223
18.719044,-4.927608,0.988241,0.000650,5.105408
18.934205,-4.694467,1.000287,0.002093,5.127718
18.934205,-4.378846,1.000931,0.004208,5.150469
18.934205,-4.079663,1.001202,0.006692,5.169284
19.065693,-3.788442,1.007550,0.009420,5.183515
18.934205,-3.463326,0.998759,0.010538,5.189095
19.065693,-3.205135,1.004372,0.007920,5.195219
19.154370,-2.896519,1.013578,0.010239,5.232412
19.065693,-2.583573,1.000847,0.019294,5.202890
19.218218,-2.299651,0.977520,0.029277,5.052657
19.154370,-1.986218,0.903222,0.051918,4.698079
19.266384,-1.690318,0.968122,0.134822,5.054005
19.218218,-1.376057,0.978682,0.211690,5.196933
19.266384,-1.080905,0.905646,0.061785,4.704181
19.266384,0.766316,0.919674,-0.178886,4.859085
19.266384,1.080910,0.918289,-0.159771,4.830285
19.218218,1.376166,0.889693,-0.079948,4.636207
19.266384,1.690823,0.883847,-0.023587,4.571570
19.154370,1.987453,0.954978,-0.004598,4.959127
19.154370,2.269564,0.960763,0.050325,4.987877
19.154370,2.573162,1.010793,0.090398,5.250982
19.154370,2.901648,1.080714,0.107828,5.606179
19.065693,3.211965,1.069529,0.043363,5.536299
18.934205,3.471666,1.035761,0.010532,5.380897
19.065693,3.798527,1.031331,-0.000316,5.305092
18.934205,4.091438,1.017841,-0.005528,5.254475
18.934205,4.392236,1.013058,-0.007973,5.212178
18.719044,4.615556,0.997365,-0.007516,5.173288
18.934205,4.958567,1.005191,-0.006236,5.135769
18.719044,5.201407,0.990963,-0.004388,5.100676
18.934205,5.578069,1.000349,-0.002798,5.067958
18.719044,5.841018,0.987464,-0.001731,5.035728
18.719044,6.132110,0.986367,-0.001379,5.007489
18.719044,6.433583,0.985373,-0.001250,4.978202
18.719044,6.745550,0.984442,-0.001194,4.947602
18.303065,6.857509,0.961850,-0.001150,4.921076
18.719044,7.289070,0.983016,-0.001142,4.893520
18.719044,7.629448,0.982231,-0.001087,4.859135
18.303065,7.745046,0.959792,-0.000947,4.829312
18.719044,8.220690,0.981009,-0.000615,4.798374
18.303065,8.337826,0.958712,0.000081,4.766696
18.303065,8.583168,0.958369,0.000756,4.740729
18.719044,9.098902,0.979731,0.001497,4.707246
18.303065,9.217090,0.957502,0.002069,4.672380
18.303065,9.478868,0.957028,0.002556,4.643096
18.303065,9.745320,0.956538,0.002967,4.613001
18.303065,10.016430,0.956117,0.003199,4.582511
18.303065,10.292179,0.955740,0.003274,4.551525
18.741568,-9.718935,0.957642,-0.000317,4.536071
18.741568,-9.452413,0.957986,-0.000215,4.563937
18.741568,-9.190630,0.958257,0.000008,4.590724
18.741568,-8.933596,0.958480,0.000349,4.616541
19.167512,-8.815133,0.980617,0.000653,4.648047
18.741568,-8.311830,0.959226,0.000773,4.678693
19.167512,-8.194451,0.981454,0.000861,4.708189
18.741568,-7.719806,0.960121,0.000830,4.736841
19.167512,-7.604146,0.982501,0.000753,4.764618
18.741568,-7.157416,0.961267,0.000580,4.791535
19.167512,-7.044041,0.983799,0.000418,4.817616
19.167512,-6.722349,0.984717,0.000238,4.847920
19.167512,-6.411330,0.985644,0.000040,4.876685
19.167512,-6.110874,0.986513,-0.000244,4.903617
19.167512,-5.820860,0.987318,-0.000461,4.928737
19.167512,-5.541144,0.988123,-0.000333,4.952404
19.387829,-5.288028,1.000479,0.000328,4.978488
19.167512,-4.927608,0.990107,0.001379,5.002874
19.387829,-4.694467,1.002456,0.002824,5.025347
19.387829,-4.378846,1.003479,0.004710,5.048710
19.387829,-4.079663,1.004235,0.006516,5.068823
19.522466,-3.788442,1.011362,0.007726,5.085780
19.387829,-3.463326,1.003578,0.007288,5.095800
19.522466,-3.205135,1.007502,0.004884,5.092616
19.613269,-2.896519,1.002930,-0.000733,5.058662
